Product name,Reference,Category,SKU,Price CZK,Price EUR,Imp. Cost USD,Imp. Cost EUR,Imp. Cost CZK,Supplier,Weight (g),Imported (pcs),Stock (pcs),Total orders
Dũa Luxfile 60/60,2511 Dũa Luxfile 60/60,Dũa,A0001158,700,25,16.535,14.33,345.96,https://x.alibaba.com/1lA0t4H?ck=minisite,100,100,-1,0
Túi ni lông trong,2511 Túi ni lông trong,Pedicure,A0001162,1750,70,41.8,36.22,874.57,Noval,100,60,-1,0
Đèn nối mi,2511 Đèn nối mi,Đồ điện,A0001165,4000,160,95.901,83.10,"2,006.52",https://x.alibaba.com/1lA0tMO?ck=minisite,100,30,-1,0
Đèn bàn LED siêu sáng,2511 Đèn bàn LED siêu sáng,Đồ điện,A0001166,1500,60,31.416,27.22,657.31,https://x.alibaba.com/1lA0tMk?ck=minisite,100,24,-1,0
Típ làm mẫu quyển màu nhọn,2511 Típ làm mẫu quyển màu nhọn,Tips,A0001167,75,3,0.992,0.86,20.76,https://x.alibaba.com/1lA0tNE?ck=minisite,100,400,-1,0
Thùng Chà chân tím 400c,2511 Chà chân tím,Pedicure,A0001169,975,39,19.511,16.91,408.22,mango wu,100,240,-1,0
Kìm bấm móng L 777 Korea,2511 Kìm bấm móng 777 Korea,Tools & Accessories,A0001170,150,6,3.348,2.90,70.19,http://detail.m.1688.com/page/index.htm?offerId=564661078585,100,200,-1,0
Tip trong thẳng clear,2511 Tip trong thẳng clear,Tips,A0001171,20,0.8,0.3718,0.32,7.80,https://x.alibaba.com/1lA1DQ6?ck=minisite,100,1000,-1,0
Tip thẳng vuông đục,2511 Tip thẳng vuông đục,Tips,A0001172,20,0.8,0.3718,0.32,7.80,https://x.alibaba.com/1lA1DQ6?ck=minisite,100,1000,-1,0
Tip trong nhọn,2511 Tip trong nhọn,Tips,A0001173,20,0.8,0.3218,0.28,6.75,https://x.alibaba.com/1lA1DQ6?ck=minisite,100,1000,-1,0
Kìm tháo đá,2511 Kìm tháo đá,Tools & Accessories,A0001174,150,6,1.251,1.09,26.27,http://detail.m.1688.com/page/index.htm?offerId=673850966271,100,200,-1,0
Bút chấm bi vôi 2 đầu,2511 Bút chấm bi vôi 2 đầu,Bút,A0001175,125,5,3.031,2.63,63.66,https://x.alibaba.com/1lA1IY2?ck=minisite,100,100,-1,0
Bào Mịn 3in1 dài - F,2511 Bào Mịn 3in1 dài - F,Đầu bào,A0001177,200,8,4.188,3.64,87.96,Xiangrui,100,100,-1,0
Bào Mịn 5in1 XXL - F,2511 Bào Mịn 5in1 XXL - F,Đầu bào,A0001178,250,10,5.788,5.03,121.56,Xiangrui,100,50,-1,0
Bào Mịn Diamond - Đẩy Khoé,2511 Bào Mịn Diamond - Đẩy Khoé,Đầu bào,A0001179,100,4,0.788,0.68,16.55,Xiangrui,100,50,-1,0
Đèn Hybrid SORAH,2511 Đèn Hybrid SORAH,Đồ điện,A0001183,1625,65,38.486,33.42,808.31,https://x.alibaba.com/1lA1JA4?ck=minisite,100,104,-1,0
Hộp trong đựng nhũ,2511 Hộp trong đựng nhũ,Tools & Accessories,A0001184,50,2,0.145,0.13,3.05,http://detail.m.1688.com/page/index.htm?offerId=907112151894,100,780,-1,0
Gel đắp - 500ml - Clear,2511 Gel đắp - 500ml - Clear,Gel đắp,A0001192,1250,50,24.35,21.14,511.41,XGM,100,10,-1,0
Gel đắp - 500ml - Natural Pink,2511 Gel đắp - 500ml - Natural Pink,Gel đắp,A0001193,1250,50,24.35,21.14,511.41,XGM,100,10,-1,0
Gel đắp - 500ml - Milky Pink,2511 Gel đắp - 500ml - Milky Pink,Gel đắp,A0001194,1250,50,24.35,21.14,511.41,XGM,100,10,-1,0
Gel đắp - 500ml - Milky White,2511 Gel đắp - 500ml - Milky White,Gel đắp,A0001195,1250,50,24.35,21.14,511.41,XGM,100,10,-1,0
Gel đắp - 500ml - Makeup 1,2511 Gel đắp - 500ml - Makeup 1,Gel đắp,A0001196,1250,50,24.35,21.14,511.41,XGM,100,10,-1,0
Gel đắp - 500ml - Makeup 2,2511 Gel đắp - 500ml - Makeup 2,Gel đắp,A0001197,1250,50,24.35,21.14,511.41,XGM,100,10,-1,0
Gel đắp - 500ml - Makeup 3,2511 Gel đắp - 500ml - Makeup 3,Gel đắp,A0001198,1250,50,24.35,21.14,511.41,XGM,100,10,-1,0
Gel đắp - 50ml - Clear,2511 Gel đắp - 50ml - Clear,Gel đắp,A0001199,350,14,5.85,5.08,122.87,XGM,100,60,-5,0
Gel đắp - 50ml - Natural Pink,2511 Gel đắp - 50ml - Natural Pink,Gel đắp,A0001200,350,14,5.85,5.08,122.87,XGM,100,60,-1,0
Gel đắp - 50ml - Milky Pink,2511 Gel đắp - 50ml - Milky Pink,Gel đắp,A0001201,350,14,5.85,5.08,122.87,XGM,100,60,-4,0
Gel đắp - 50ml - Milky White,2511 Gel đắp - 50ml - Milky White,Gel đắp,A0001202,350,14,5.85,5.08,122.87,XGM,100,60,-1,0
Gel đắp - 50ml - Makeup ⌗1,2511 Gel đắp - 50ml - Makeup 1,Gel đắp,A0001203,350,14,5.85,5.08,122.87,XGM,100,60,-1,0
Gel đắp - 50ml - Makeup ⌗2,2511 Gel đắp - 50ml - Makeup 2,Gel đắp,A0001204,350,14,5.85,5.08,122.87,XGM,100,60,-1,0
Gel đắp - 50ml - Makeup ⌗3,2511 Gel đắp - 50ml - Makeup 3,Gel đắp,A0001205,350,14,5.85,5.08,122.87,XGM,100,60,-1,0
CND Shellac Base Coat,2511 CND Shellac Base Coat,Top Coat,A0001212,500,20,16.677,14.48,350.26,EBD,100,100,-1,0
Cồn xanh 80 độ 5L,2511 Cồn xanh 80 độ 5L,Hoá chất,A0001213,550,22,24.22,21.03,508.68,DEP,100,100,-1,0
Thùng 5in1 pedi kit tím (200c),2511 5in1 pedi kit tím,Pedicure,A0001217,1500,60,28.518,24.76,598.95,https://x.alibaba.com/1lA1JUO?ck=minisite,100,120,-1,0
Oil vị dứa 500ml,2511 Oil vị dứa 500ml,Hoá chất,A0001220,250,10,6.176,5.36,129.41,Noval,100,120,-1,0
Hộp Cuticle oil 48c,2511 Hộp Cuticle oil 48c,Noel,A0001224,875,35,28.82,25.02,603.91,Noval,100,216,-2,0
Cuticle oil Noel,2511 Cuticle oil Noel,Noel,A0001225,20,0.76,0.343,0.30,7.19,Noval,100,12000,-200,0
Kem Hộp Đỏ 50ml,2511 Kem Hộp Đỏ 50ml,Noel,A0001226,50,2,1.304,1.13,27.32,Noval,100,5000,-100,0
Hộp kem mango vera 72c,2511 Hộp kem mango vera 72c,Noel,A0001227,975,39,16.812,14.59,352.29,Noval,100,180,-3,0
Dầu Massage - Aloe Vera 3.8L,2512 Dầu Massage - Aloe Vera 3.8L,Pedicure,A0001229,875,35,13.69,11.76,284.73,Noval,100,60,-1,0
Bột Ombre Nude I,2512 Bột Ombre Nude I,Bột,A0001232,840,35,20.478,17.59,425.91,Keystone,100,85,-1,0
Bột - Ombre Pink II,2512 Bột - Ombre Pink II,Bột,A0001238,840,35,21.393,18.38,444.94,Keystone,100,153,-1,0
